datetime,hour,day,month,weekday,is_weekend,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,Temperature,RelativeHumidity,AbsoluteHumidity,pollution_index
2004-09-24 07:00:00,7,24,9,Friday,False,3.5,1418.0,21.1,1328.0,535.0,546.0,114.0,2017.0,1427.0,21.3,61.6,1.5452,0.3267877204986766
2004-09-24 08:00:00,8,24,9,Friday,False,5.5,1600.0,34.0,1641.0,684.0,440.0,137.0,2430.0,1776.0,21.9,60.2,1.56,0.43959406222980063
2004-09-24 09:00:00,9,24,9,Friday,False,5.6,1583.0,29.4,1538.0,803.0,461.0,160.0,2214.0,1788.0,23.0,56.4,1.5614,0.4919576068726139
2004-09-24 10:00:00,10,24,9,Friday,False,3.4,1338.0,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,0.34853423155541957
2004-09-24 11:00:00,11,24,9,Friday,False,3.2,1285.0,18.4,1252.0,364.0,581.0,134.0,1866.0,1293.0,26.6,44.3,1.5229,0.2994452700916612
2004-09-24 12:00:00,12,24,9,Friday,False,3.7,1376.0,22.3,1359.0,422.0,530.0,143.0,1998.0,1435.0,26.2,46.0,1.5422,0.335534899549927
2004-09-24 13:00:00,13,24,9,Friday,False,4.6,1467.0,26.9,1477.0,483.0,491.0,153.0,2114.0,1592.0,25.4,48.7,1.5594,0.38458720540074
2004-09-24 14:00:00,14,24,9,Friday,False,4.2,1442.0,24.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,0.36833209899319624
2004-09-24 15:00:00,15,24,9,Friday,False,3.3,1358.0,19.3,1277.0,403.0,563.0,123.0,1892.0,1429.0,25.7,47.8,1.5548,0.30022362753135073
2004-09-24 16:00:00,16,24,9,Friday,False,2.7,1222.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251,0.22933965054740893
2004-09-24 17:00:00,17,24,9,Friday,False,2.2,1134.0,11.1,1017.0,268.0,724.0,107.0,1632.0,981.0,18.3,75.4,1.5682,0.2229039253329125
2004-09-24 18:00:00,18,24,9,Friday,False,2.8,1120.0,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.3,73.9,1.3601,0.26026333962714393
2004-09-24 19:00:00,19,24,9,Friday,False,2.9,1103.0,10.5,997.0,293.0,736.0,109.0,1552.0,914.0,15.6,75.7,1.3345,0.2502923904735604
2004-09-24 20:00:00,20,24,9,Friday,False,2.0,985.0,5.8,805.0,240.0,895.0,107.0,1390.0,785.0,15.4,76.6,1.3334,0.21093509249493358
2004-09-24 21:00:00,21,24,9,Friday,False,0.7,795.0,2.2,596.0,93.0,1227.0,57.0,1188.0,482.0,14.0,75.4,1.1988,0.09172690850860861
2004-09-24 22:00:00,22,24,9,Friday,False,0.6,787.0,2.0,584.0,99.0,1317.0,60.0,1129.0,446.0,14.9,60.5,1.0213,0.09321472577402927
2004-09-24 23:00:00,23,24,9,Friday,False,1.2,839.0,3.8,701.0,55.0,1128.0,22.0,1156.0,553.0,15.5,50.9,0.888,0.06275849478269196
2004-09-25 00:00:00,0,25,9,Saturday,True,1.2,835.0,3.9,705.0,19.0,1117.0,2.0,1161.0,592.0,15.6,50.0,0.8773,0.03491005206002394
2004-09-25 01:00:00,1,25,9,Saturday,True,1.1,837.0,3.7,693.0,26.0,1096.0,7.0,1178.0,584.0,15.4,53.6,0.9326,0.03859593860335347
2004-09-25 02:00:00,2,25,9,Saturday,True,0.6,761.0,1.7,563.0,26.0,1316.0,8.0,1106.0,451.0,15.4,53.9,0.9334,0.025457838111928338
2004-09-25 03:00:00,3,25,9,Saturday,True,0.3,718.0,1.0,499.0,34.0,1495.0,17.5,1059.0,382.0,15.3,52.4,0.9017,0.02815755965375644
2004-09-25 04:00:00,4,25,9,Saturday,True,0.3,724.0,1.0,495.0,42.0,1531.0,27.0,1071.0,391.0,15.3,53.1,0.9181,0.03933185746677099
2004-09-25 05:00:00,5,25,9,Saturday,True,0.3,718.0,0.9,486.0,32.0,1531.0,14.0,1072.0,398.0,15.4,53.7,0.9295,0.024254517744881503
2004-09-25 06:00:00,6,25,9,Saturday,True,0.4,744.0,1.3,525.0,25.0,1434.0,3.0,1097.0,430.0,15.5,53.3,0.9308,0.01465147143823837
2004-09-25 07:00:00,7,25,9,Saturday,True,0.6,782.0,2.1,591.0,28.0,1287.0,9.0,1130.0,461.0,15.4,52.7,0.9178,0.026895396786089276
2004-09-25 08:00:00,8,25,9,Saturday,True,0.7,798.0,2.5,619.0,41.0,1204.0,14.0,1138.0,500.0,15.7,51.1,0.9056,0.03758509698436909
2004-09-25 09:00:00,9,25,9,Saturday,True,1.0,867.0,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142,0.10362077784546071
2004-09-25 10:00:00,10,25,9,Saturday,True,1.1,862.0,4.3,729.0,173.0,1103.0,64.0,1171.0,603.0,18.2,41.9,0.8674,0.12798431180506972
2004-09-25 11:00:00,11,25,9,Saturday,True,1.5,915.0,6.5,834.0,168.0,1006.0,66.0,1243.0,686.0,19.1,37.0,0.8104,0.1401277199704012
2004-09-25 12:00:00,12,25,9,Saturday,True,1.4,857.0,6.0,813.0,51.0,1040.0,14.0,1183.0,622.0,19.3,34.8,0.771,0.05961593518518079
2004-09-25 13:00:00,13,25,9,Saturday,True,1.4,837.0,6.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127,0.05017131491299944
2004-09-25 14:00:00,14,25,9,Saturday,True,1.0,805.0,4.5,740.0,41.0,1161.0,12.0,1117.0,565.0,19.8,31.1,0.7104,0.04408728666778433
2004-09-25 15:00:00,15,25,9,Saturday,True,0.9,781.0,3.9,705.0,41.0,1203.0,14.0,1068.0,514.0,20.2,28.6,0.6717,0.04323481449849339
2004-09-25 16:00:00,16,25,9,Saturday,True,1.1,815.0,4.6,743.0,54.0,1183.0,21.0,1095.0,536.0,22.1,24.8,0.6514,0.058721760041606556
2004-09-25 17:00:00,17,25,9,Saturday,True,1.3,877.0,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,21.1,27.7,0.6853,0.09915732604919873
2004-09-25 18:00:00,18,25,9,Saturday,True,1.8,926.0,8.9,935.0,178.0,931.0,62.0,1262.0,786.0,20.1,30.3,0.7045,0.1469143499674219
2004-09-25 19:00:00,19,25,9,Saturday,True,2.4,987.0,9.8,971.0,218.0,876.0,68.0,1312.0,891.0,19.5,33.0,0.7384,0.17880796987861503
2004-09-25 20:00:00,20,25,9,Saturday,True,2.7,1004.0,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.3,32.3,0.7163,0.2052937608434806
2004-09-25 21:00:00,21,25,9,Saturday,True,1.7,897.0,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,0.17988623790758038
2004-09-25 22:00:00,22,25,9,Saturday,True,2.2,1002.0,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.8,36.5,0.7366,0.21749688857334204
2004-09-25 23:00:00,23,25,9,Saturday,True,2.8,1126.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035,0.2449696650188503
2004-09-26 00:00:00,0,26,9,Sunday,True,2.4,1067.0,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,17.0,43.0,0.8242,0.2326840366967161
2004-09-26 01:00:00,1,26,9,Sunday,True,2.5,1063.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136,0.241936178220835
2004-09-26 02:00:00,2,26,9,Sunday,True,1.4,915.0,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,0.16932175980168715
2004-09-26 03:00:00,3,26,9,Sunday,True,1.4,906.0,7.7,885.0,167.5,872.0,75.5,1304.0,912.0,13.5,59.4,0.9176,0.1465588561601834
2004-09-26 04:00:00,4,26,9,Sunday,True,1.15,844.0,5.5,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,0.11673380562602433
2004-09-26 05:00:00,5,26,9,Sunday,True,0.9,816.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,0.0974353836462007
2004-09-26 06:00:00,6,26,9,Sunday,True,0.6,768.0,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941,0.07489436585687752
2004-09-26 07:00:00,7,26,9,Sunday,True,1.0,835.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964,0.1116278394434811
2004-09-26 08:00:00,8,26,9,Sunday,True,1.6,944.0,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,0.18070635490632156
2004-09-26 09:00:00,9,26,9,Sunday,True,0.9,810.0,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.8,38.6,0.8831,0.09856379709688905
2004-09-26 10:00:00,10,26,9,Sunday,True,0.9,819.0,3.0,655.0,103.0,1222.0,47.0,1104.0,507.0,21.6,33.4,0.8519,0.08977151998525357
2004-09-26 11:00:00,11,26,9,Sunday,True,1.0,844.0,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407,0.11069105596932978
2004-09-26 12:00:00,12,26,9,Sunday,True,1.0,846.0,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217,0.10886088953836132
2004-09-26 13:00:00,13,26,9,Sunday,True,0.9,842.0,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.3,30.4,0.8063,0.10318561834284445
2004-09-26 14:00:00,14,26,9,Sunday,True,0.9,840.0,4.2,722.0,98.0,1048.0,54.0,1169.0,507.0,22.1,30.5,0.7981,0.09554645959176444
2004-09-26 15:00:00,15,26,9,Sunday,True,0.9,815.0,3.1,657.0,146.0,1166.0,69.0,1098.0,490.0,22.1,29.5,0.7761,0.12117212812665645
2004-09-26 16:00:00,16,26,9,Sunday,True,0.9,838.0,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.4,27.1,0.7681,0.10028579608465543
2004-09-26 17:00:00,17,26,9,Sunday,True,2.7,992.0,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,23.1,27.0,0.7538,0.21752068812691538
2004-09-26 18:00:00,18,26,9,Sunday,True,2.2,990.0,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.5,31.4,0.7943,0.21343460015086405
2004-09-26 19:00:00,19,26,9,Sunday,True,3.3,1066.0,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,0.2969465546224878
2004-09-26 20:00:00,20,26,9,Sunday,True,2.1,971.0,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,0.21075196155060463
2004-09-26 21:00:00,21,26,9,Sunday,True,1.8,963.0,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.7,39.7,0.8482,0.21653545677409194
2004-09-26 22:00:00,22,26,9,Sunday,True,1.9,1010.0,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.0,42.7,0.8745,0.22818664535639022
2004-09-26 23:00:00,23,26,9,Sunday,True,2.3,1054.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208,0.2405310313019922
2004-09-27 00:00:00,0,27,9,Monday,False,1.9,998.0,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.6,51.3,0.9634,0.20439114325246668
2004-09-27 01:00:00,1,27,9,Monday,False,1.3,919.0,5.8,802.0,142.0,891.0,81.0,1265.0,940.0,15.9,55.2,0.9881,0.1434031519209816
2004-09-27 02:00:00,2,27,9,Monday,False,1.0,884.0,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.9,58.9,0.9891,0.12178956980207621
2004-09-27 03:00:00,3,27,9,Monday,False,0.6,803.0,2.9,648.0,107.0,1079.0,69.5,1178.0,774.0,14.1,61.0,0.9799,0.10438902358704381
2004-09-27 04:00:00,4,27,9,Monday,False,0.6,820.0,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,14.0,62.6,0.9948,0.09828791240026001
2004-09-27 05:00:00,5,27,9,Monday,False,0.9,894.0,5.6,794.0,179.0,889.0,71.0,1266.0,908.0,14.1,61.7,0.9844,0.13059204348897066
2004-09-27 06:00:00,6,27,9,Monday,False,1.5,988.0,9.0,941.0,361.0,801.0,99.0,1399.0,1035.0,14.4,60.3,0.9802,0.21622885786519566
2004-09-27 07:00:00,7,27,9,Monday,False,5.5,1372.0,26.9,1477.0,799.0,542.0,132.0,1973.0,1556.0,15.0,57.7,0.9778,0.46061660512620434
2004-09-27 08:00:00,8,27,9,Monday,False,4.0,1209.0,18.8,1262.0,614.0,618.0,135.0,1708.0,1392.0,16.9,50.3,0.958,0.37945100597646064
2004-09-27 09:00:00,9,27,9,Monday,False,1.8,951.0,8.2,908.0,275.0,873.0,94.0,1314.0,904.0,19.7,40.2,0.9108,0.20036375631511474
2004-09-27 10:00:00,10,27,9,Monday,False,1.9,992.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.2,33.6,0.8886,0.22334848922403064
2004-09-27 11:00:00,11,27,9,Monday,False,1.7,964.0,9.2,947.0,327.0,862.0,123.0,1328.0,907.0,23.7,29.6,0.8537,0.2378740029678937
2004-09-27 12:00:00,12,27,9,Monday,False,1.6,917.0,8.3,910.0,252.0,886.0,95.0,1275.0,744.0,21.9,30.7,0.7961,0.19050953022170977
2004-09-27 13:00:00,13,27,9,Monday,False,1.9,937.0,9.1,942.0,226.0,852.0,90.0,1276.0,773.0,22.3,29.5,0.7838,0.18818539007988888
2004-09-27 14:00:00,14,27,9,Monday,False,1.6,961.0,9.2,949.0,230.0,853.0,99.0,1306.0,812.0,23.8,27.0,0.7845,0.1894892842142235
2004-09-27 15:00:00,15,27,9,Monday,False,1.8,969.0,9.6,962.0,244.0,829.0,107.0,1316.0,856.0,23.3,28.3,0.8012,0.20618810574135993
2004-09-27 16:00:00,16,27,9,Monday,False,2.0,1020.0,11.8,1042.0,251.0,788.0,112.0,1401.0,927.0,24.2,27.2,0.8128,0.21834856855587592
2004-09-27 17:00:00,17,27,9,Monday,False,3.1,1107.0,17.3,1219.0,346.0,683.0,132.0,1582.0,1131.0,25.1,25.8,0.8065,0.29058573632434986
2004-09-27 18:00:00,18,27,9,Monday,False,3.9,1119.0,17.8,1233.0,407.0,670.0,148.0,1539.0,1270.0,22.3,29.2,0.7773,0.3427303431814143
2004-09-27 19:00:00,19,27,9,Monday,False,4.3,1173.0,20.9,1322.0,490.0,633.0,158.0,1679.0,1365.0,20.8,32.5,0.7873,0.38262337442994526
2004-09-27 20:00:00,20,27,9,Monday,False,3.5,1097.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.1,36.8,0.8066,0.33456576090522594
2004-09-27 21:00:00,21,27,9,Monday,False,2.4,1018.0,11.3,1024.0,345.0,758.0,128.0,1400.0,1169.0,18.1,39.9,0.8232,0.26664126915923475
2004-09-27 22:00:00,22,27,9,Monday,False,1.5,932.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.4,42.8,0.8463,0.18400564299524366
2004-09-27 23:00:00,23,27,9,Monday,False,1.3,897.0,6.8,849.0,157.0,891.0,90.0,1253.0,910.0,16.7,46.6,0.8793,0.155664131918017
2004-09-28 00:00:00,0,28,9,Tuesday,False,1.0,840.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.1,46.8,0.9054,0.14022744496616354
2004-09-28 01:00:00,1,28,9,Tuesday,False,0.8,802.0,3.5,680.0,105.0,1091.0,73.0,1137.0,756.0,15.3,51.9,0.8982,0.11303905224949239
2004-09-28 02:00:00,2,28,9,Tuesday,False,0.5,765.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.0,52.8,0.8929,0.11367524611714754
2004-09-28 03:00:00,3,28,9,Tuesday,False,0.4,741.0,2.1,595.0,124.0,1191.0,67.5,1080.0,686.0,14.4,54.5,0.8887,0.10060352521748865
2004-09-28 04:00:00,4,28,9,Tuesday,False,0.5,748.0,2.2,595.0,107.0,1208.0,61.0,1089.0,677.0,12.8,59.8,0.8801,0.09318152183195405
2004-09-28 05:00:00,5,28,9,Tuesday,False,0.7,791.0,3.9,704.0,166.0,1057.0,69.0,1154.0,748.0,11.9,62.7,0.8726,0.12003606441528548
2004-09-28 06:00:00,6,28,9,Tuesday,False,1.2,875.0,7.3,871.0,241.0,890.0,82.0,1253.0,890.0,12.1,62.6,0.8825,0.16390707278143402
2004-09-28 07:00:00,7,28,9,Tuesday,False,2.4,1085.0,15.5,1164.0,368.0,707.0,120.0,1503.0,1155.0,13.5,58.2,0.8944,0.2639424246813163
2004-09-28 08:00:00,8,28,9,Tuesday,False,4.3,1268.0,27.1,1482.0,498.0,550.0,135.0,1849.0,1533.0,14.4,55.7,0.9087,0.36174639019167776
2004-09-28 09:00:00,9,28,9,Tuesday,False,4.1,1236.0,21.3,1332.0,641.0,601.0,152.0,1683.0,1550.0,17.8,45.7,0.9224,0.40513458336329494
2004-09-28 10:00:00,10,28,9,Tuesday,False,3.7,1274.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,21.0,37.2,0.9155,0.42435773062576576
2004-09-28 11:00:00,11,28,9,Tuesday,False,3.4,1250.0,19.4,1280.0,550.0,618.0,181.0,1663.0,2178.0,24.5,29.8,0.9008,0.3934230527840148
2004-09-28 12:00:00,12,28,9,Tuesday,False,3.8,1224.0,21.8,1347.0,483.0,602.0,176.0,1670.0,1901.0,26.4,26.4,0.8969,0.38467078110361164
2004-09-28 13:00:00,13,28,9,Tuesday,False,4.1,1220.0,21.7,1344.0,524.0,605.0,163.0,1676.0,1743.0,25.2,26.8,0.8451,0.3895778348499295
2004-09-28 14:00:00,14,28,9,Tuesday,False,3.4,1166.0,18.9,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.1,24.8,0.8283,0.37094759410731654
2004-09-28 15:00:00,15,28,9,Tuesday,False,2.3,1050.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.2,24.4,0.8174,0.24394097656392436
2004-09-28 16:00:00,16,28,9,Tuesday,False,3.2,1174.0,18.8,1264.0,396.0,670.0,145.0,1598.0,1287.0,28.9,21.3,0.8382,0.31751524240880813
2004-09-28 17:00:00,17,28,9,Tuesday,False,4.8,1323.0,26.8,1474.0,501.0,554.0,173.0,1854.0,1547.0,28.0,23.3,0.8681,0.4140230772150543
2004-09-28 18:00:00,18,28,9,Tuesday,False,6.7,1432.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.7,27.9,0.8559,0.5436296064273597
2004-09-28 19:00:00,19,28,9,Tuesday,False,7.5,1479.0,39.3,1756.0,755.0,466.0,209.0,2165.0,1908.0,23.0,33.6,0.9302,0.5831206255305812
2004-09-28 20:00:00,20,28,9,Tuesday,False,4.5,1309.0,23.1,1379.0,524.0,555.0,175.0,1841.0,1693.0,20.9,45.8,1.1159,0.4127115894048054
2004-09-28 21:00:00,21,28,9,Tuesday,False,2.1,1089.0,11.6,1037.0,247.0,707.0,129.0,1480.0,1336.0,19.8,48.6,1.113,0.2370359825484426
2004-09-28 22:00:00,22,28,9,Tuesday,False,1.5,1009.0,8.3,911.0,196.0,788.0,111.0,1359.0,1177.0,19.8,47.7,1.0885,0.19082553351910791
2004-09-28 23:00:00,23,28,9,Tuesday,False,1.1,930.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435,0.140118428751436
2004-09-29 00:00:00,0,29,9,Wednesday,False,1.1,929.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498,0.14358713163683598
2004-09-29 01:00:00,1,29,9,Wednesday,False,0.9,872.0,4.1,718.0,106.0,981.0,71.0,1223.0,872.0,16.3,56.8,1.047,0.114117207108921
2004-09-29 02:00:00,2,29,9,Wednesday,False,0.5,790.0,2.2,601.0,70.0,1150.0,60.0,1157.0,734.0,17.4,53.4,1.0541,0.0838450690029748
2004-09-29 03:00:00,3,29,9,Wednesday,False,0.4,793.0,2.0,581.0,66.0,1169.0,54.0,1152.0,668.0,15.5,58.8,1.0309,0.07420031972204838
2004-09-29 04:00:00,4,29,9,Wednesday,False,0.4,789.0,2.2,596.0,62.0,1145.0,48.0,1161.0,698.0,14.6,62.1,1.0236,0.0673804291981841
2004-09-29 05:00:00,5,29,9,Wednesday,False,0.4,769.0,2.0,586.0,60.0,1221.0,45.0,1134.0,650.0,17.1,52.5,1.013,0.06397048393625197
2004-09-29 06:00:00,6,29,9,Wednesday,False,0.7,852.0,4.0,713.0,92.0,1029.0,53.0,1203.0,749.0,15.2,58.3,0.9986,0.08755645264292855
2004-09-29 07:00:00,7,29,9,Wednesday,False,2.0,1100.0,13.4,1097.0,277.0,739.0,94.0,1516.0,1106.0,14.9,59.2,0.9985,0.2064648392095144
2004-09-29 08:00:00,8,29,9,Wednesday,False,4.2,1326.0,28.0,1504.0,600.0,510.0,122.0,1968.0,1609.0,15.1,59.0,1.0086,0.3691206530081448
2004-09-29 09:00:00,9,29,9,Wednesday,False,5.2,1433.0,28.6,1518.0,693.0,499.0,170.0,1973.0,1770.0,19.0,47.8,1.0434,0.465695008868078
2004-09-29 10:00:00,10,29,9,Wednesday,False,3.8,1310.0,21.4,1334.0,617.0,573.0,174.0,1747.0,1633.0,22.4,38.8,1.04,0.4129398749942877
2004-09-29 11:00:00,11,29,9,Wednesday,False,3.7,1304.0,19.1,1272.0,569.0,593.0,191.0,1673.0,1583.0,25.4,33.3,1.0679,0.41604753310667286
2004-09-29 12:00:00,12,29,9,Wednesday,False,3.4,1286.0,19.6,1286.0,409.0,593.0,179.0,1728.0,1449.0,27.2,30.4,1.081,0.3596294068868325
2004-09-29 13:00:00,13,29,9,Wednesday,False,3.1,1217.0,15.8,1175.0,335.0,621.0,148.0,1644.0,1451.0,25.5,34.8,1.1152,0.30388231943500515
2004-09-29 14:00:00,14,29,9,Wednesday,False,2.4,1104.0,13.5,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.4,28.5,0.9658,0.2552149144955487
2004-09-29 15:00:00,15,29,9,Wednesday,False,2.8,1143.0,15.9,1176.0,312.0,677.0,148.0,1551.0,1108.0,27.7,25.1,0.9158,0.2902170412906524
2004-09-29 16:00:00,16,29,9,Wednesday,False,3.6,1205.0,19.9,1295.0,440.0,626.0,184.0,1613.0,1267.0,28.6,23.2,0.8917,0.37720625426465254
2004-09-29 17:00:00,17,29,9,Wednesday,False,4.0,1276.0,21.6,1340.0,450.0,597.0,188.0,1677.0,1303.0,27.2,26.3,0.9317,0.3947072893698202
2004-09-29 18:00:00,18,29,9,Wednesday,False,5.6,1440.0,31.0,1573.0,578.0,491.0,204.0,1997.0,1643.0,25.3,33.0,1.0473,0.4845715065226055
2004-09-29 19:00:00,19,29,9,Wednesday,False,6.3,1467.0,34.1,1643.0,615.0,467.0,201.0,2088.0,1749.0,23.2,36.9,1.0346,0.5097371974754773
2004-09-29 20:00:00,20,29,9,Wednesday,False,4.7,1339.0,22.8,1373.0,536.0,541.0,165.0,1797.0,1585.0,21.6,43.3,1.1019,0.4112075662617258
2004-09-29 21:00:00,21,29,9,Wednesday,False,1.9,1108.0,12.3,1061.0,238.0,685.0,133.0,1454.0,1315.0,21.1,44.8,1.1088,0.23329989399862172
2004-09-29 22:00:00,22,29,9,Wednesday,False,1.9,1116.0,10.9,1012.0,249.0,699.0,125.0,1445.0,1290.0,19.7,49.3,1.1148,0.22789285723905128
2004-09-29 23:00:00,23,29,9,Wednesday,False,1.2,981.0,7.1,860.0,150.0,812.0,101.0,1298.0,1059.0,20.3,47.8,1.1281,0.16210762056273278
2004-09-30 00:00:00,0,30,9,Thursday,False,0.9,947.0,5.7,798.0,108.0,869.0,79.0,1276.0,943.0,19.4,50.3,1.1201,0.12245811884028113
2004-09-30 01:00:00,1,30,9,Thursday,False,0.9666666666666667,939.0,5.3,776.0,116.84615384615384,879.0,80.6923076923077,1259.0,913.0,18.3,53.1,1.1056,0.12800672430637242
2004-09-30 02:00:00,2,30,9,Thursday,False,1.0333333333333334,862.0,2.9,644.0,125.6923076923077,1030.0,82.38461538461539,1173.0,720.0,17.5,56.1,1.1103,0.13355532977246373
2004-09-30 03:00:00,3,30,9,Thursday,False,1.1,827.0,1.9,577.0,134.53846153846155,1138.0,84.07692307692308,1143.0,640.0,19.2,50.3,1.1087,0.13910393523855502
2004-09-30 04:00:00,4,30,9,Thursday,False,1.1666666666666667,879.0,2.4,611.0,143.3846153846154,1036.0,85.76923076923077,1189.0,779.0,16.6,59.6,1.117,0.1446525407046463
2004-09-30 05:00:00,5,30,9,Thursday,False,1.2333333333333334,911.0,4.0,710.0,152.23076923076923,932.0,87.46153846153847,1226.0,850.0,17.5,57.1,1.1311,0.1502011461707376
2004-09-30 06:00:00,6,30,9,Thursday,False,1.3,1051.0,8.1,901.0,161.07692307692307,778.0,89.15384615384616,1379.0,1020.0,17.6,57.6,1.1471,0.15574975163682891
2004-09-30 07:00:00,7,30,9,Thursday,False,1.3666666666666667,1496.0,24.8,1425.0,169.9230769230769,520.0,90.84615384615384,1946.0,1605.0,18.0,57.0,1.1665,0.16129835710292018
2004-09-30 08:00:00,8,30,9,Thursday,False,1.4333333333333333,1610.0,36.3,1692.0,178.76923076923077,436.0,92.53846153846153,2197.0,1866.0,18.5,55.9,1.1779,0.16684696256901146
2004-09-30 09:00:00,9,30,9,Thursday,False,1.5,1428.0,20.9,1321.0,187.6153846153846,544.0,94.23076923076923,1779.0,1621.0,18.6,57.2,1.2146,0.17239556803510278
2004-09-30 10:00:00,10,30,9,Thursday,False,1.5666666666666667,1459.0,22.2,1356.0,196.46153846153845,525.0,95.92307692307692,1795.0,1712.0,20.2,53.0,1.2407,0.17794417350119407
2004-09-30 11:00:00,11,30,9,Thursday,False,1.6333333333333333,1486.0,23.5,1390.0,205.30769230769232,504.0,97.61538461538461,1835.0,1770.0,21.3,50.1,1.2539,0.18349277896728536
2004-09-30 12:00:00,12,30,9,Thursday,False,1.7,1158.0,10.8,1008.0,214.15384615384613,695.0,99.3076923076923,1489.0,1175.0,24.6,42.8,1.3053,0.18904138443337667
2004-09-30 13:00:00,13,30,9,Thursday,False,1.7,1200.0,11.2,1021.0,223.0,678.0,101.0,1510.0,1157.0,24.6,44.1,1.3477,0.19270675072809318
2004-09-30 14:00:00,14,30,9,Thursday,False,2.2,1290.0,15.1,1151.0,267.0,613.0,113.0,1638.0,1219.0,25.6,43.4,1.4049,0.22859540240608847
2004-09-30 15:00:00,15,30,9,Thursday,False,2.8,1366.0,17.4,1223.0,308.0,578.0,121.0,1744.0,1288.0,26.1,42.6,1.4172,0.2626870915951905
2004-09-30 16:00:00,16,30,9,Thursday,False,3.9,1505.0,23.4,1388.0,422.0,516.0,146.0,1978.0,1503.0,25.8,44.8,1.4644,0.3441431969457081
2004-09-30 17:00:00,17,30,9,Thursday,False,6.5,1728.0,35.9,1683.0,623.0,419.0,188.0,2365.0,1861.0,25.4,47.9,1.5346,0.5043718636901902
2004-09-30 18:00:00,18,30,9,Thursday,False,6.3,1673.0,34.0,1643.0,572.0,436.0,182.0,2259.0,1781.0,24.6,50.0,1.5241,0.48129516921573123
2004-09-30 19:00:00,19,30,9,Thursday,False,5.7,1636.0,30.1,1553.0,514.0,449.0,166.0,2130.0,1745.0,23.6,54.4,1.5687,0.4354773279432041
2004-09-30 20:00:00,20,30,9,Thursday,False,4.4,1468.0,20.0,1296.0,414.0,529.0,142.0,1854.0,1590.0,22.6,59.5,1.6155,0.35251725603437506
